names,satisfaction_level,last_evaluation,number_project,average_monthly_hours,exp_in_company,work_accident,left,promotion_last_5years,role,salary
Gregory Peebles,0.93,0.73,4,153,2,1,0,0,IT,medium
Christy Brickey,0.8,0.68,4,199,2,0,0,0,IT,medium
Kelly Snyder,1,0.73,5,142,4,0,0,0,IT,medium
Fred Dardar,0.89,0.56,4,159,3,0,0,0,product_mng,medium
Brianne Gendel,0.6,0.78,6,211,4,1,0,0,product_mng,medium
Deborah Punches,0.49,0.94,5,136,3,0,0,0,product_mng,medium
Edward Hummel,0.65,0.75,4,153,2,0,0,0,product_mng,medium
Brian Thompson,0.6,0.71,5,263,2,1,0,0,IT,medium
Kevin Mitchell,0.51,1,3,168,3,1,0,0,RandD,medium
Charlie Blumenfeld,0.74,0.89,4,234,3,1,0,0,RandD,medium
Hazel Koons,0.57,0.42,4,154,5,0,0,0,RandD,high
Luis Manville,0.82,0.84,5,173,2,0,0,0,RandD,low
Ralph Baoloy,0.19,0.63,5,206,6,0,0,0,RandD,medium
Evelyn Handley,0.5,0.64,4,208,2,0,0,0,marketing,medium
Bradley Chehebar,0.91,0.68,4,178,3,1,0,0,sales,medium
Janice Kim,0.19,0.86,4,198,6,0,0,0,accounting,medium
Sharon Fitzgerald,0.94,0.84,4,220,3,0,0,0,support,low
Diana Caraballo,0.88,0.67,4,226,2,0,0,0,technical,low
Matthew Burell,0.9,0.87,4,231,5,0,0,0,management,low
Emery Rowan,0.49,0.96,2,206,2,0,0,0,marketing,low
Ronald Katayama,0.99,0.55,4,179,4,0,0,0,marketing,low
Arlene Amundsen,0.72,0.81,4,200,2,0,0,0,marketing,low
Robert Smith,0.66,0.69,5,202,6,0,0,0,sales,low
Marian Hart,0.96,0.51,4,237,3,0,0,0,sales,low
Harry Ward,0.49,0.69,4,270,3,0,0,0,sales,low
Wm Marshall,0.73,0.49,3,168,2,1,0,0,sales,low
Christopher Denson,0.48,0.98,5,132,4,0,0,0,sales,low
Carol Tussey,0.57,0.78,3,162,2,0,0,0,sales,low
Gabriel Huff,0.63,0.82,3,269,3,0,0,0,sales,low
Felicia Cone,0.46,0.87,5,254,5,1,0,0,sales,low
Madeline Cain,0.64,0.5,3,261,2,0,0,0,sales,low
Andrew Cardamone,0.56,0.73,4,148,3,0,0,0,sales,low
Sharon Denis,0.97,0.75,5,228,4,0,0,0,sales,low
Grady Jenness,0.69,0.68,3,138,3,0,0,0,sales,low
Ronald Birden,0.23,0.97,4,200,3,0,0,0,sales,low
Larry Tugwell,0.77,0.48,4,258,4,1,0,0,sales,low
Lucia Moffitt,0.76,0.57,4,266,3,0,0,0,sales,low
Ashley Thomas,0.98,0.66,3,204,2,0,0,0,sales,medium
Beth Rubio,0.92,0.77,3,236,3,0,0,0,sales,medium
Caitlin Mcgown,0.63,0.67,4,149,3,1,0,0,sales,medium
Douglas Reiher,0.91,0.69,5,240,3,0,0,0,sales,medium
Tammie Giorgio,0.4,0.67,3,115,3,0,0,0,accounting,medium
Roy Wolford,0.82,0.62,4,267,3,1,0,0,accounting,medium
Luis Reddy,0.81,0.88,4,149,3,0,0,0,accounting,medium
Aurelia Roy,0.61,0.69,3,224,3,0,0,0,hr,medium
Dorothy Vanwagner,0.3,0.57,2,158,2,0,0,0,hr,medium
John Dooley,0.59,0.72,2,107,3,0,0,0,hr,medium
David Matthews,0.2,0.56,3,217,5,0,0,0,hr,medium
Donald Howarter,0.75,0.56,2,212,2,0,0,0,technical,medium
Helen Drewry,0.59,0.79,3,270,3,0,0,0,technical,high
Patty Mondell,0.63,0.53,4,243,2,0,0,0,technical,low
James Barger,0.77,0.68,5,162,4,1,0,0,technical,medium
Melissa Villarreal,0.82,0.6,5,232,2,0,0,0,technical,medium
Bianca Ahearn,0.6,0.85,5,187,4,0,0,0,technical,medium
Daniel Lerma,0.83,0.72,3,259,2,0,0,0,technical,medium
Terri Jones,0.67,0.6,4,209,2,0,0,0,technical,low
James Zamora,0.84,0.56,5,97,6,0,0,0,technical,low
Mattie Sauer,0.68,0.79,5,139,4,0,0,0,technical,low
Jennifer Simmonds,0.74,0.92,4,258,3,1,0,0,technical,low
Roderick Poyner,0.63,0.64,3,208,2,1,0,0,support,low
Kirsten Ratliff,0.88,0.9,2,233,3,0,0,0,support,low
Vernon Williams,1,0.81,3,168,4,0,0,0,support,low
Carl William,0.7,0.87,4,252,2,1,0,0,support,low
Suzan Moore,0.5,0.71,5,171,4,0,0,0,support,low
Steven Salazar,0.94,0.66,5,219,3,0,0,0,support,low
Yadira Conant,0.67,0.54,3,213,4,0,0,0,support,low
Julie Luckenbach,0.8,0.88,5,199,4,0,0,0,support,low
Raymond Box,0.7,0.88,4,245,2,0,0,0,support,low
Edward Brooks,0.24,0.73,4,273,5,0,0,0,support,low
Kathleen Pierce,0.98,1,4,202,3,0,0,0,support,low
Dolores Davis,0.76,0.65,4,240,3,0,0,0,technical,low
William Boyer,0.78,0.5,4,155,4,0,0,0,technical,low
Jaime Bosserman,0.42,0.91,3,209,2,0,0,0,technical,low
Mia Perez,0.83,0.64,4,210,3,0,0,0,management,medium
Anitra Hunt,0.98,0.81,4,266,6,0,0,0,IT,medium
Gail Davis,0.64,0.81,2,226,2,0,0,0,IT,medium
Stacey Taylor,0.67,0.75,4,133,2,0,0,0,IT,medium
Piedad Livesay,0.26,0.39,3,99,4,0,0,0,IT,medium
Jack Hicks,0.97,0.64,3,237,3,0,0,0,IT,medium
Marcelle Mackey,0.48,0.6,4,230,3,0,0,0,product_mng,medium
Katherine Hemphill,0.84,0.55,4,149,2,0,0,0,product_mng,medium
Jerry Haas,0.71,0.74,4,206,4,0,0,0,product_mng,medium
Mary Nowicki,1,0.84,3,185,3,0,0,0,product_mng,medium
Maryellen Mckie,0.6,0.76,5,269,2,0,0,0,IT,medium
Richard Lee,0.95,0.37,6,233,5,0,0,0,RandD,medium
Beverly King,0.56,0.56,3,162,2,0,0,0,RandD,high
Roland Cook,0.75,0.49,2,173,3,1,0,0,RandD,low
Jerry Harris,0.98,0.53,6,253,4,0,0,0,RandD,medium
Joseph Oconnell,0.7,0.72,5,134,3,0,0,0,RandD,medium
Parker Ray,0.65,0.92,4,133,3,0,0,0,marketing,medium
Marjorie Sanchez,0.8,0.81,5,143,2,0,0,0,sales,medium
Doris Lake,0.49,0.78,3,264,4,0,0,0,accounting,low
Donna Vogelgesang,0.32,0.73,3,180,6,0,0,0,support,low
Terry Brooke,0.88,0.54,3,235,2,1,0,0,technical,low
Darrell Payne,0.8,0.97,4,232,2,0,0,0,management,low
Edythe Cooke,0.73,0.74,4,181,4,0,0,0,marketing,low
Logan Leal,0.72,0.58,3,198,2,0,0,0,marketing,low
Diana Moulden,0.58,0.78,5,211,3,1,0,0,marketing,low
Stanley Kumar,0.66,0.96,4,216,3,0,0,0,sales,low
Paul Tomkins,0.63,0.79,3,197,3,1,0,0,sales,low
Steve Boender,0.69,0.56,2,214,2,0,0,0,sales,low
Verdie Diaz,0.49,0.59,3,185,3,0,0,0,sales,low
Jack Kinghorn,0.6,0.45,3,173,2,0,0,0,sales,low
Helga Terres,0.5,0.63,4,229,4,0,0,0,sales,low
Cheryl Fritsch,0.34,0.81,4,116,3,1,0,0,sales,low
Jonathan White,0.79,0.6,5,223,3,0,0,0,sales,low
Carlos Cifelli,0.98,0.68,4,154,3,0,0,0,sales,low
Robert Jackson,0.96,0.97,5,240,2,0,0,0,sales,low
Marlene Tuohy,0.88,0.89,3,139,2,0,0,0,sales,low
Diane Curci,0.6,0.61,2,275,2,0,0,0,sales,low
Shirley Sica,0.62,0.73,3,158,3,1,0,0,sales,low
Ina Clune,0.4,0.72,3,204,4,1,0,0,sales,low
William Otto,0.16,0.82,5,121,2,0,0,0,sales,medium
Alicia Leonard,0.81,0.98,5,243,6,0,0,0,sales,medium
Keith Custodio,0.69,0.69,4,195,2,0,0,0,sales,medium
Michelle Fournier,0.66,0.51,5,149,3,0,0,0,sales,medium
Clarence Rodriguez,0.66,0.62,5,214,2,0,0,0,sales,medium
Janice Amyotte,0.61,0.53,4,266,3,0,0,0,accounting,medium
Pamela Crawford,0.99,0.77,5,222,2,0,0,0,accounting,medium
Gloria Zeff,0.73,0.54,3,283,6,0,0,0,accounting,medium
William Arnold,0.63,0.72,2,161,5,0,0,0,hr,medium
Geraldine Wada,0.6,0.91,3,157,4,0,0,0,hr,medium
George Marrero,0.44,0.44,3,126,2,0,0,0,hr,medium
Eric Firkins,0.64,0.95,3,131,6,0,0,0,hr,medium
Fredric Schaeffer,0.91,0.81,4,139,2,0,0,0,technical,high
Gilbert Titus,0.55,0.59,4,230,3,0,0,0,technical,low
Ken Johnson,0.7,0.73,4,240,2,1,0,0,technical,medium
Sharon Sellers,0.37,0.59,3,134,3,0,0,0,technical,medium
Michael Mohr,0.16,0.56,6,196,3,0,0,0,technical,medium
James Haddock,0.69,0.97,5,240,4,0,0,0,technical,medium
Barbara Brawley,0.96,0.47,2,233,5,1,0,0,technical,low
Karen Savage,0.62,0.91,5,267,3,0,0,0,technical,low
Fredrick Hansen,0.94,0.45,2,211,3,0,0,0,technical,low
Elizabeth Lewis,0.67,0.83,3,260,3,0,0,0,technical,low
Sally Simpson,0.89,0.57,3,113,3,0,0,0,technical,low
Amy Quincy,0.6,0.63,5,267,3,0,0,0,support,low
Nathaniel Scott,0.89,0.62,5,196,3,0,0,0,support,low
Juanita Graves,0.6,0.89,3,232,2,0,0,0,support,low
Carlos Bui,0.93,0.95,2,156,3,1,0,0,support,low
Pamela Edmond,0.38,0.78,4,159,5,0,0,0,support,low
John Kovac,0.62,0.57,3,223,3,1,0,0,support,low
Luciano Borchardt,0.86,0.86,4,197,3,1,0,0,support,low
Darryl Wilder,0.61,0.62,2,192,2,1,0,0,support,low
Mary Billings,0.77,0.64,4,192,3,0,0,0,support,low
Donald Weber,0.85,0.73,4,174,3,0,0,0,support,low
Ginny Penick,0.94,0.62,4,191,3,0,0,0,support,low
Margarita Smith,0.59,0.59,4,270,2,0,0,0,technical,low
Matthew Bryant,0.9,0.92,3,139,3,0,0,0,technical,low
Kathleen Knight,0.86,0.65,4,243,2,0,0,0,technical,low
Donna Marrero,0.72,0.7,3,238,2,0,0,0,management,low
Jeanine Teich,0.84,0.52,5,189,2,1,0,0,IT,low
Rose Goodman,0.64,0.5,4,189,3,0,0,0,IT,medium
Charles Drake,0.81,0.75,4,206,3,0,0,0,IT,medium
Rosemarie Lynch,0.66,0.7,5,254,2,0,0,0,IT,medium
Jacqueline Loveall,0.75,0.55,3,253,6,0,0,0,IT,medium
Michelle Word,0.54,0.67,3,243,2,0,0,0,product_mng,medium
Tammie Thode,0.98,0.76,3,224,2,0,0,0,product_mng,medium
Jewell Hayes,0.8,0.85,4,139,2,0,0,0,product_mng,medium
Kenneth Whitehead,0.68,0.7,5,270,3,0,0,0,product_mng,medium
Kevin Edwards,0.54,0.57,3,257,2,0,0,0,IT,medium
Paul Casarez,0.88,0.84,4,170,2,0,0,0,RandD,medium
Marcus Gage,0.71,0.62,3,222,3,0,0,0,RandD,medium
Shirley Sedlacek,0.77,0.58,2,247,2,1,0,0,RandD,medium
Joseph Encino,0.6,0.6,4,201,3,0,0,0,RandD,high
Earl Johnson,0.53,0.75,4,263,5,0,0,0,RandD,low
Alvina Wiles,0.85,0.5,3,168,2,1,0,0,marketing,medium
Donald Blankenship,0.59,0.75,4,190,2,0,0,0,sales,medium
Edna Evans,0.23,0.77,4,140,5,0,0,0,accounting,medium
Roy Cheng,0.7,0.6,3,224,3,0,0,0,support,medium
Keith Dufresne,0.92,0.49,5,145,3,0,0,0,technical,low
Rose Chapman,0.95,0.37,4,285,3,0,0,0,management,low
Mark Clark,0.39,0.43,3,154,3,0,0,0,marketing,low
Polly Moore,0.85,0.8,4,200,2,0,0,0,marketing,low
Amy Bell,0.98,0.7,3,255,2,1,0,0,marketing,low
Peter Lindall,0.15,0.48,6,204,6,1,0,0,sales,low
Richard Thomas,0.68,0.54,3,270,4,1,0,0,sales,low
Keith Irizarry,0.24,0.91,5,177,5,0,0,0,sales,low
James Benson,0.77,0.59,4,140,3,0,0,0,sales,medium
Melodie Childs,0.36,0.69,3,165,3,0,0,0,sales,medium
Clyde Binegar,0.5,0.89,3,187,4,1,0,0,sales,medium
Maria Bowden,0.2,0.98,4,166,4,1,0,0,sales,medium
Don Levesque,0.86,0.56,5,141,2,0,0,0,sales,medium
Kevin Blankenship,0.84,0.63,4,135,2,0,0,0,sales,medium
George Rankin,0.9,0.98,5,148,4,0,0,0,sales,medium
Marta Niemi,0.4,0.51,3,120,6,0,0,0,sales,medium
Jack Wicker,0.63,0.62,3,141,3,0,0,0,sales,medium
Jacelyn Douglas,0.73,0.95,3,222,4,0,0,0,sales,medium
Carl Hoar,0.25,0.67,2,136,6,0,0,0,sales,medium
Dorothy Lawson,0.7,0.57,3,180,2,0,0,0,sales,medium
Kevin Hansen,0.6,0.97,3,187,3,1,0,0,sales,medium
Zachary Koontz,0.99,0.66,3,202,3,0,0,0,sales,medium
Betty Norris,0.29,0.86,3,251,4,0,0,0,sales,medium
Melissa Heidema,0.53,0.63,4,259,2,0,0,0,sales,medium
Devon Wills,0.83,0.76,3,262,2,0,0,0,accounting,medium
Leona Roundy,0.18,0.92,5,251,4,0,0,0,accounting,medium
Michael Manuel,0.14,0.74,4,117,5,0,0,0,accounting,medium
Nicole Garcia,0.5,0.66,4,155,2,0,0,0,hr,medium
Frances Segal,0.36,0.89,3,197,6,0,0,0,hr,medium
Dustin Mcgregor,0.34,0.56,3,139,2,0,0,0,hr,medium
Micheal Crittenden,0.51,0.75,4,175,2,0,0,0,hr,medium
Erica Goodwill,0.5,0.52,5,137,3,1,0,0,technical,medium
Elaine Acosta,0.69,0.93,3,228,4,0,0,0,technical,medium
Kathleen Reyes,0.52,0.51,2,232,4,0,0,0,technical,high
Florence Demarais,0.32,0.5,2,143,3,0,0,0,technical,high
Scott Perry,0.88,0.99,3,190,5,0,0,0,technical,high
Renee Morse,0.6,0.87,3,196,3,1,0,0,technical,high
Lawrence Torres,0.72,0.8,3,213,3,0,0,0,technical,high
Diego Smith,0.65,0.9,3,200,3,0,0,0,technical,high
Arthur Sullivan,0.82,0.78,5,166,2,0,0,0,technical,high
Richard Skidmore,0.67,0.92,5,258,3,0,0,0,technical,high
Katherine Lloyd,0.44,0.87,5,104,4,0,0,0,technical,high
Cindy Stover,0.52,0.85,5,173,2,0,0,0,support,high
Donald Conroy,0.54,0.51,2,176,3,0,0,0,support,high
Jeannine Mcwilliams,0.67,0.76,5,181,3,0,0,0,support,high
Michael Bobbitt,0.16,0.64,6,143,5,1,0,0,support,low
James Holvey,0.81,0.73,4,186,3,0,0,0,support,low
Wendy Stewart,0.77,0.85,3,136,3,0,0,0,support,low
Elizabeth Meagher,0.84,0.99,4,219,2,0,0,0,support,low
Crystal Brown,0.56,0.56,5,229,4,1,0,0,support,low
Paul Escamilla,0.67,0.97,5,239,3,0,0,0,support,low
Jared Jones,0.65,0.7,4,182,2,0,0,0,support,low
Jeannette Gegenheimer,0.39,0.57,2,132,3,0,0,0,support,low
Roger Carl,0.77,0.75,3,272,3,0,0,0,technical,low
David Lewin,0.41,0.96,5,167,3,1,0,0,technical,low
Pamela Averill,0.59,0.67,3,180,2,0,0,0,technical,low
Marie Funk,0.14,0.72,6,100,5,0,0,0,management,low
Orlando Burnett,0.6,0.82,4,134,2,0,0,0,IT,low
Elizabeth Jenkins,0.14,0.98,6,221,5,0,0,0,IT,low
Jason Youngblood,0.88,0.8,3,166,2,0,0,0,IT,low
Elvira Valentine,0.6,0.91,4,214,2,0,0,0,IT,medium
Talia Giles,1,0.49,4,227,3,1,0,0,IT,medium
Don Sawyer,0.56,0.98,4,207,3,0,0,0,product_mng,medium
Melba Causey,0.72,0.54,3,286,6,0,0,0,product_mng,medium
Patricia Cottrell,0.59,0.83,3,240,3,1,0,0,product_mng,medium
Ricardo Pierce,0.74,0.75,4,111,4,1,0,0,product_mng,medium
Jeffrey Reisinger,0.52,0.69,4,164,2,0,0,0,IT,medium
Tiffany Baldwin,0.77,0.74,2,187,6,0,0,0,RandD,medium
Maria Andersen,0.48,0.81,4,248,2,0,0,0,RandD,medium
Sharon Arrington,0.99,0.56,5,210,2,0,0,0,RandD,medium
Rhonda Nasworthy,0.23,0.78,4,163,6,0,0,0,RandD,medium
Gertrude Rhodes,0.63,1,5,241,4,0,0,0,RandD,medium
Samuel Touhey,0.51,0.83,3,136,3,0,0,0,marketing,high
Pauline Peltier,0.54,0.55,4,208,5,0,0,0,sales,high
Linda Blackburn,0.53,0.73,5,174,3,0,0,0,accounting,high
Sidney Sutton,0.72,0.84,4,250,3,0,0,0,support,high
Richard Jackson,0.57,0.61,2,189,2,1,0,0,technical,high
Vicky Tolentino,0.81,0.77,3,204,3,0,0,0,management,high
Charles Mackie,0.64,0.57,4,217,3,0,0,0,marketing,high
Sylvia Kha,0.77,0.57,5,162,3,0,0,0,marketing,high
James Freeman,0.83,0.55,3,257,2,0,0,0,marketing,low
Margaret Diaz,0.6,0.71,3,195,2,0,0,0,sales,low
Larry Schultz,0.86,0.87,5,156,4,0,0,0,sales,low
Luz Hulet,0.5,0.55,2,128,3,0,0,0,sales,low
James Larose,0.6,0.75,5,233,3,1,0,0,sales,low
Kevin Prince,0.85,0.73,4,260,4,0,0,0,sales,low
Rosie Owens,0.4,0.87,5,250,4,0,0,0,sales,low
Ellen Mullins,0.38,0.79,5,176,3,0,0,0,sales,low
Sherry Cope,0.96,0.59,6,133,5,0,0,0,sales,medium
Renee Hart,0.59,0.57,4,197,2,0,0,0,sales,medium
Kathryn Meagher,0.56,0.5,3,156,3,1,0,0,sales,medium
Jimmy Tucholski,0.84,0.96,3,162,3,0,0,0,sales,medium
Travis Southard,0.94,0.99,3,207,2,0,0,0,sales,medium
Bobby Winger,0.72,0.63,3,223,2,1,0,0,sales,medium
Jerry Padilla,0.82,0.7,3,149,2,0,0,0,sales,medium
Dave Akins,1,0.95,3,275,3,1,0,0,sales,medium
Ruth Perez,0.62,0.77,3,271,2,0,0,0,sales,medium
Dina Mcdivitt,0.76,0.89,3,273,2,1,0,0,sales,medium
Melody Winston,0.23,0.74,5,219,4,0,0,0,sales,medium
James Moorman,0.7,0.99,5,135,4,0,0,0,sales,medium
Daniel Lyons,0.71,0.88,3,158,3,0,0,0,accounting,medium
Jack Murillo,0.32,0.37,3,167,3,0,0,0,accounting,medium
Jessica Newton,0.69,0.67,4,274,4,0,0,0,accounting,medium
Tom Hellman,0.66,0.59,3,145,3,0,0,0,hr,medium
Kenneth Cordova,0.7,0.67,6,233,6,0,0,0,hr,medium
Michael Moss,0.91,0.76,3,159,3,0,0,0,hr,medium
Isabel Vonholt,0.2,0.7,4,221,5,0,0,0,hr,medium
Roy Costa,0.72,0.83,3,132,2,0,0,0,technical,medium
Anita Mark,0.74,0.93,5,140,3,0,0,0,technical,medium
Lawrence Rhodarmer,0.53,0.79,3,206,3,0,0,0,technical,medium
Danielle Wilson,0.99,0.92,4,229,2,0,0,0,technical,medium
John Hendrix,0.75,0.85,4,272,4,0,0,0,technical,high
James Hart,0.86,0.78,4,164,2,0,0,0,technical,low
Ashley Fuentes,0.93,0.86,4,145,3,0,0,0,technical,medium
Micheal Moss,0.81,0.95,3,212,3,0,0,0,technical,medium
James Wilson,0.49,0.67,3,254,2,1,0,0,technical,medium
Joyce Glasby,0.97,0.72,5,260,4,0,0,0,technical,medium
Fred Stafford,0.62,0.89,3,201,3,0,0,0,technical,medium
Vallie Waggoner,0.75,0.79,4,176,4,1,0,0,support,medium
Teresa Jones,0.87,0.58,3,140,3,1,0,0,support,medium
Verda Dominguez,0.93,0.65,5,201,3,0,0,0,support,medium
David Mason,0.74,0.68,3,206,2,1,0,0,support,medium
Phyllis Williams,0.68,0.57,3,197,3,1,0,0,support,medium
Valarie Barton,0.49,0.63,3,245,4,0,0,0,support,low
Karen Williamson,0.75,0.84,3,145,3,1,0,0,support,low
Marc Jackson,0.95,0.58,4,131,5,0,0,0,support,low
Howard Rufi,0.95,0.75,5,235,3,1,0,0,support,low
Athena Munoz,0.67,0.65,5,242,3,0,0,0,support,low
Helen Webb,0.71,0.6,2,251,3,0,0,0,support,low
Ahmad Caudill,0.81,0.73,4,258,2,0,0,0,technical,low
Marilyn Gundrum,0.79,0.36,3,114,3,0,0,0,technical,high
Theresa Werner,0.57,0.52,3,143,2,0,0,0,technical,low
Jim Jackson,0.85,0.65,3,187,2,0,0,0,management,high
Jody Goodwin,0.15,0.78,5,255,3,0,0,0,IT,high
Clarence Lobianco,0.48,0.87,3,267,2,0,0,0,IT,low
Stacy Grimm,0.92,0.91,4,247,3,0,0,0,IT,low
Lisa Johnson,0.73,0.67,4,153,3,0,0,0,IT,high
Anna Alvarado,0.68,0.71,3,237,3,0,0,0,IT,low
Rhonda Devane,0.88,0.55,5,182,3,0,0,0,product_mng,medium
Susan Cardi,0.8,0.55,4,144,5,1,0,0,product_mng,high
Tiffany Yoshida,0.66,0.9,3,176,2,1,0,0,product_mng,medium
Joanne Haubrich,0.19,0.8,5,203,6,0,0,0,product_mng,medium
Connie Mittler,0.3,0.53,3,148,4,0,0,0,IT,medium
Nathan Helm,0.8,0.8,3,175,2,0,0,0,RandD,medium
Eleanor Smith,0.66,0.84,3,211,4,0,0,0,RandD,high
Jaime Demps,0.22,0.67,6,175,5,0,0,0,RandD,medium
Roberta Coe,0.57,0.59,4,206,3,0,0,0,RandD,medium
Jeffry Aiken,0.83,0.73,4,262,2,0,0,0,RandD,medium
Barbara Kinzer,0.57,0.5,4,177,2,0,0,0,marketing,high
Marie Combs,0.78,0.54,3,134,3,0,0,0,sales,medium
Robert Perlman,0.88,0.89,2,201,3,0,0,0,accounting,high
Keith Tart,0.48,0.69,3,105,3,0,0,0,support,low
Robert Brasfield,0.91,0.82,4,259,3,0,0,0,technical,medium
John Grawe,0.3,0.97,3,171,4,1,0,0,management,medium
Pamela Creekmore,0.63,0.98,4,228,3,0,0,0,marketing,medium
Florine Wright,0.62,0.36,2,137,4,1,0,0,marketing,medium
Marie Wilks,0.74,0.72,5,196,3,0,0,0,marketing,low
Ralph Mccrea,0.5,0.53,3,207,4,0,0,0,sales,low
Thelma Williams,0.36,0.74,6,280,3,0,0,0,sales,low
Priscilla Garvin,0.57,0.65,4,162,3,1,0,0,sales,low
Thomas Young,0.73,0.55,4,267,3,0,0,0,sales,low
Lenora Heelan,0.77,0.67,5,207,2,0,0,0,sales,low
Dwayne Quashie,0.86,0.5,4,196,2,0,0,0,sales,low
Robert Goff,0.24,0.55,6,231,4,0,0,0,sales,low
Steven Mcclung,0.83,0.62,4,242,3,0,0,0,sales,low
Catherine Franzen,0.72,0.63,4,207,3,0,0,0,sales,low
Kurt Levy,0.52,0.82,4,206,2,1,0,0,sales,high
William Tramonte,0.99,0.54,4,236,4,0,0,0,sales,low
Stephen Sampere,0.15,0.68,5,246,2,0,0,0,sales,low
Mattie Black,0.79,0.94,3,204,2,1,0,0,sales,low
Shawn Davidson,0.19,0.91,3,268,4,0,0,0,sales,low
Thomas Espinoza,0.59,0.62,3,212,2,1,0,0,sales,high
Christopher Williams,0.15,0.74,6,178,3,0,0,0,sales,low
Robert Miranda,0.75,0.72,5,260,3,0,0,0,sales,low
Cheryl Washington,0.47,0.71,2,241,4,0,0,0,sales,low
Joseph Jackson,0.64,0.64,3,234,3,1,0,0,sales,high
Terry Washington,0.66,0.76,3,207,2,0,0,0,accounting,low
Robert Ross,0.8,0.91,5,242,3,1,0,0,accounting,medium
Sherry Rivera,0.82,0.52,5,225,2,0,0,0,accounting,high
Alice Betts,0.8,0.98,3,161,3,0,0,0,hr,medium
Felix Harris,0.98,0.98,4,259,2,0,0,0,hr,high
Cheryl Smith,0.95,0.96,3,250,3,0,0,0,hr,medium
Heather Duncan,0.88,0.61,3,236,3,0,0,0,hr,medium
Adam Woodard,0.9,0.97,4,239,4,0,0,0,technical,medium
Eileen Goldberg,0.66,0.83,4,266,3,1,0,0,technical,medium
Andrea Bush,0.99,0.62,5,133,3,0,0,0,technical,medium
James Jaco,0.86,0.95,5,275,2,0,0,0,technical,medium
Josephine Baker,0.96,0.95,5,189,2,0,0,0,technical,medium
Meredith Murray,1,0.63,5,171,3,0,0,0,technical,medium
Barry Gilchrest,0.46,0.38,6,140,3,0,0,0,technical,high
Charles Gear,0.19,0.85,6,116,3,0,0,0,technical,low
Horace Smith,0.73,0.6,3,145,6,1,0,0,technical,medium
Doris Martin,0.63,0.5,4,167,3,1,0,0,technical,medium
Gloria Hensley,0.68,0.89,4,227,3,0,0,0,technical,medium
Sarah Rabenold,0.78,0.96,4,245,3,0,0,0,support,medium
Kevin Pritchard,0.79,0.56,4,132,3,0,0,0,support,medium
Laverne Ruano,0.86,0.99,3,254,2,0,0,0,support,medium
Dorothy Repinski,0.98,0.53,4,166,2,0,0,0,support,medium
Martin Heath,0.89,0.79,2,208,3,1,0,0,support,medium
Kenneth Hungate,0.86,0.87,3,197,4,1,0,0,support,medium
Fannie Flood,0.65,0.83,4,263,3,1,0,0,support,high
Margaret Booth,0.52,0.98,4,272,2,0,0,0,support,low
Joseph Hall,0.54,0.65,3,147,3,1,0,0,support,low
Chelsie Day,0.68,0.73,4,197,3,0,0,0,support,low
Thomas Scott,0.88,0.65,3,268,2,0,0,0,support,high
Jennifer Mulligan,0.75,0.85,4,181,3,0,0,0,technical,low
Cinthia Bonifant,0.17,0.93,6,192,4,0,0,0,technical,low
Rosa Whitman,0.92,0.83,5,270,3,0,0,0,technical,low
Roberta Beech,0.79,0.66,3,183,3,0,0,0,management,high
William Scully,0.52,0.66,5,184,3,0,0,0,IT,low
Louise Pilon,0.95,0.73,4,238,3,1,0,0,IT,low
Walter Johnson,0.72,0.49,4,148,2,0,0,0,IT,low
Sonja Koehler,0.4,0.41,4,127,3,0,0,0,IT,low
Ana Trujillo,0.61,0.59,3,162,2,1,0,0,IT,low
Elois Burt,0.49,0.97,4,166,5,0,0,0,product_mng,low
Ralph Jones,0.32,0.55,4,283,4,0,0,0,product_mng,low
Jack Fischetti,0.82,0.77,3,108,6,0,0,0,product_mng,medium
Ernestina Lawing,0.9,0.79,3,154,2,0,0,0,product_mng,medium
Jennifer Guiney,0.95,0.74,3,139,2,0,0,0,IT,medium
Robert Dumond,0.55,0.6,5,271,3,1,0,0,RandD,medium
Barbara Pearson,0.91,0.78,4,153,3,0,0,0,RandD,medium
Christopher Hodges,0.45,0.41,3,216,6,1,0,0,RandD,medium
Shauna Phelan,0.65,0.6,3,218,4,0,0,0,RandD,medium
Louis Everett,0.88,0.89,3,171,2,0,0,0,RandD,medium
Jay Early,0.78,0.76,3,238,3,0,0,0,marketing,medium
Susan Coston,0.77,0.71,3,134,3,0,0,0,marketing,medium
Maria Tippens,0.32,0.75,3,255,4,0,0,0,sales,medium
Armando Raymond,0.98,0.38,4,140,6,0,0,0,accounting,medium
Janet Cotrell,0.51,0.76,2,239,3,0,0,0,support,high
Gary Acklin,0.81,0.59,4,187,2,0,0,0,technical,low
Gabriel Logan,0.64,0.9,5,279,5,0,0,0,management,medium
Brian Rodriguez,0.73,0.94,4,213,3,1,0,0,marketing,medium
Brenda Abarca,0.49,0.56,5,202,2,0,0,0,marketing,medium
Tom Stubblefield,0.84,0.54,3,265,2,0,0,0,marketing,medium
Richard Tallent,0.81,0.86,4,249,3,0,0,0,sales,low
Helen Flores,0.77,0.5,4,281,2,0,0,0,sales,low
Shawn King,0.24,0.83,3,208,5,0,0,0,sales,low
Heidi Balde,0.77,0.78,3,165,2,0,0,0,sales,low
Matthew Cantrell,0.13,0.88,3,146,5,0,0,0,sales,low
Fred Davis,0.94,0.66,4,230,2,0,0,0,sales,low
